temperature,humidity,wind_speed,cloud_cover,pressure,visibility,irradiance,solar_output
27.76,20.45,19.96,40.95,1022.15,7.43,458.14,12.56
32.23,74.76,1.88,37.47,951.47,19.83,1062.04,142.982
24.66,24.84,4.92,92.55,1007.11,20.24,659.12,6.963
-4.48,10.56,21.79,82.89,968.53,11.7,699.22,0.469
12.3,57.47,7.27,10.9,1000.75,4.68,784.58,125.685
22.44,61.55,17.64,10.81,1040.69,16.24,847.04,84.997
-0.34,87.83,19.07,42.79,1032.91,24.82,698.56,29.244
13.58,59.81,9.92,9.87,985.45,15.64,260.91,53.647
-3.24,37.82,33.19,61.91,974.15,1.09,961.45,4.057
-0.84,81.29,29.49,14.37,968.44,0.63,805.33,2.428
16.04,56.33,25.28,52.24,998.25,8.14,816.06,0.0
2.03,12.53,2.73,0.72,956.42,5.06,1096.21,219.231
25.08,58.76,3.71,31.66,999.93,20.36,882.78,170.633
31.54,91.26,17.25,67.72,945.13,21.15,912.07,13.816
37.43,42.65,5.62,48.4,977.38,6.61,1046.55,79.573
5.61,33.15,34.24,97.83,966.99,8.28,166.25,0.906
3.88,18.63,5.55,87.41,1042.12,6.06,547.5,10.168
0.54,19.39,17.06,35.91,1017.72,22.73,638.62,47.963
28.73,46.11,12.74,4.55,979.97,12.67,362.2,56.347
32.44,61.59,22.38,84.56,954.28,16.47,923.34,2.601
-3.33,12.66,4.52,91.12,996.68,10.5,838.66,12.996
44.62,94.26,15.06,82.06,966.34,15.85,792.97,6.892
-2.25,76.74,9.61,12.79,998.64,9.77,1096.86,175.147
23.69,60.73,31.07,99.79,1028.54,8.62,285.32,4.129
32.58,83.7,1.42,25.86,1006.58,15.94,809.0,146.076
41.16,12.62,31.98,72.42,1008.38,14.86,606.54,4.066
32.85,50.3,29.15,90.8,999.1,7.48,344.29,0.0
37.49,64.86,10.41,23.57,1037.73,3.9,176.65,13.056
12.99,83.72,27.63,90.83,1038.19,9.34,985.47,1.473
38.19,79.43,1.09,30.95,996.27,10.5,655.0,86.251
-0.75,31.32,33.84,97.64,975.58,15.79,907.43,0.0
42.43,94.38,18.43,28.13,990.96,22.88,599.88,30.447
24.02,16.81,10.61,95.34,963.66,1.1,241.97,0.044
38.32,88.14,12.69,5.35,1008.63,6.24,371.3,37.752
18.97,97.24,2.32,70.93,995.01,5.0,419.69,18.151
29.11,21.83,34.63,53.21,955.33,12.66,1070.23,9.934
22.9,73.6,1.38,47.79,964.76,10.86,6.2,0.0
33.77,8.83,22.92,22.35,992.96,18.28,1084.23,33.928
-0.67,43.52,15.5,70.56,1033.76,6.21,1078.51,22.392
-1.8,54.05,33.21,19.08,1001.64,14.94,1095.77,14.722
8.1,60.16,8.61,55.28,1013.15,22.12,524.25,45.087
3.46,93.91,18.62,25.32,978.9,22.78,1060.19,65.171
41.2,68.86,16.88,95.56,1002.14,23.98,435.16,0.0
6.62,50.72,24.6,2.86,989.74,19.38,28.92,0.0
46.72,81.92,2.38,19.97,1010.91,22.67,246.78,50.738
12.86,95.3,6.78,24.23,950.06,6.02,1039.83,117.216
4.65,7.1,7.51,41.41,994.33,5.1,15.14,0.0
36.85,98.34,25.84,23.27,974.6,0.36,600.59,0.772
29.91,13.18,6.62,49.13,977.62,17.73,83.16,4.904
21.4,82.37,20.07,87.25,1041.09,23.45,315.04,2.432
24.43,31.63,7.53,71.21,963.27,4.84,96.9,0.565
33.12,17.56,30.16,58.0,976.12,16.0,945.48,4.741
7.11,46.79,32.98,8.9,995.99,18.71,650.18,13.395
47.81,66.18,18.15,69.4,1031.3,23.2,992.32,23.278
46.66,41.19,12.33,16.64,986.67,16.24,757.19,92.476
29.47,10.18,8.19,78.64,1019.39,24.26,1068.13,34.276
5.58,61.95,1.74,25.01,1030.64,8.75,560.87,99.718
31.05,90.73,9.4,41.7,976.0,8.88,702.58,52.456
-1.17,41.41,22.9,35.05,984.28,13.67,633.94,8.816
-3.38,25.55,18.68,85.88,980.66,9.71,532.69,0.251
8.66,47.04,33.04,12.65,1028.29,0.24,930.56,3.519
19.52,9.59,13.87,56.56,949.43,18.35,708.98,33.367
41.02,82.95,24.29,14.21,975.84,18.84,881.44,16.589
33.54,83.5,17.13,70.48,1012.94,18.72,865.0,18.328
34.36,60.86,17.94,90.51,1001.54,8.76,210.15,1.913
17.55,38.54,9.37,43.46,988.63,13.15,715.18,70.714
13.33,80.98,15.92,48.81,998.99,9.13,219.61,8.627
14.67,57.7,16.48,92.74,964.76,0.6,641.65,3.037
47.35,83.46,24.73,52.1,988.07,14.15,745.18,0.0
-2.87,64.99,32.92,48.76,995.17,3.27,1096.96,8.243
40.95,79.52,11.53,57.83,1035.12,2.19,33.6,0.0
25.67,61.86,1.48,68.92,971.08,18.94,100.37,2.376
18.25,44.34,17.37,10.69,1031.78,0.44,84.73,1.818
33.44,96.0,19.06,82.11,1009.42,23.98,438.2,5.7
20.79,56.41,5.9,43.55,947.03,12.98,903.75,88.012
41.29,62.48,26.62,7.23,1017.46,24.58,928.46,13.847
42.74,25.95,34.47,78.62,948.56,1.64,810.68,2.922
17.35,64.44,33.1,37.69,1044.74,14.67,986.57,10.908
9.67,59.3,6.9,10.04,1032.26,8.86,355.15,74.148
26.39,22.56,30.64,63.38,974.73,21.12,96.97,0.0
43.36,10.66,24.66,88.01,970.74,9.16,63.97,0.0
6.17,62.41,15.88,88.78,983.14,6.66,937.35,4.101
28.02,77.55,18.92,95.77,980.62,21.47,803.48,0.0
28.47,54.72,29.74,86.77,982.23,9.49,768.48,0.0
33.85,26.54,16.8,0.21,976.83,0.62,373.64,14.477
1.97,68.32,13.06,38.02,1007.11,9.88,417.9,31.642
32.94,12.61,17.26,81.85,961.43,16.43,1053.92,11.769
43.18,46.97,20.27,36.63,1029.6,6.51,70.19,2.547
4.52,20.52,6.62,60.15,1026.24,10.91,851.1,64.267
7.59,22.52,31.53,60.63,992.65,1.61,340.6,3.258
46.48,24.22,23.6,36.5,1030.27,14.78,42.96,0.0
4.59,41.74,22.16,90.45,969.71,18.96,816.83,0.0
40.28,9.86,3.48,50.32,946.76,10.45,364.0,29.261
21.09,42.79,21.15,46.48,1006.92,10.62,794.36,18.272
8.1,53.61,4.23,99.75,990.79,2.39,778.42,1.83
41.15,50.91,2.75,49.35,1001.72,5.21,588.27,44.826
18.6,41.36,18.46,17.84,1034.93,4.04,855.11,48.079
22.29,84.72,14.1,51.31,1041.99,12.15,639.14,31.705
14.04,18.81,20.61,81.4,1008.45,13.33,315.3,2.504
26.43,53.04,3.12,77.69,1021.41,23.73,807.53,37.613
3.67,10.89,15.08,78.86,953.38,2.02,648.05,0.0
15.73,11.76,6.12,70.8,961.07,15.08,14.0,0.741
46.38,59.52,34.55,25.42,1018.32,13.26,991.81,11.923
8.68,58.77,19.64,86.21,988.14,13.0,600.21,1.442
29.81,88.41,24.06,89.34,989.6,21.85,955.49,0.0
12.24,58.0,11.39,19.42,975.86,5.3,971.01,93.41
35.99,96.18,3.32,13.05,1005.74,1.21,489.46,44.011
1.94,9.63,34.16,97.56,963.52,16.87,558.43,0.0
46.4,14.31,10.02,86.83,1007.69,8.76,457.33,11.832
19.05,9.19,14.83,89.32,962.38,0.64,494.38,0.0
7.51,22.6,22.75,88.64,951.38,6.43,984.66,0.0
-1.1,56.42,0.86,54.17,978.04,7.87,866.96,64.752
4.0,66.33,28.36,64.64,968.11,15.5,139.18,3.168
22.55,9.33,18.78,54.54,1033.9,4.48,671.34,13.477
12.86,94.87,9.74,5.12,950.5,10.44,1095.5,177.641
38.93,85.01,2.16,74.55,962.66,12.17,655.11,18.434
17.84,33.18,5.69,50.53,999.87,11.59,864.46,91.029
8.18,12.33,31.33,64.77,993.11,24.35,845.97,5.034
27.71,21.14,24.01,50.26,949.59,1.33,385.35,4.564
32.46,17.06,8.75,49.18,945.73,23.78,409.03,37.568
3.85,16.71,2.3,17.18,1043.81,14.63,796.48,213.497
3.88,54.26,24.17,27.87,1010.88,19.93,549.98,7.848
-3.06,28.36,20.03,15.89,981.54,10.87,627.63,32.751
34.03,39.02,14.16,19.57,992.04,11.46,784.2,80.808
30.18,99.0,12.73,97.3,971.66,22.01,855.33,9.406
20.16,70.01,7.59,15.31,979.49,22.42,298.67,61.396
39.74,95.15,23.44,26.93,1009.9,6.12,161.47,2.982
37.7,18.54,33.97,59.06,1033.28,5.14,320.97,0.0
26.02,41.3,6.15,61.02,963.41,12.51,558.29,32.657
41.02,57.7,20.9,15.4,1029.04,22.53,376.36,22.197
5.91,12.29,14.85,79.37,957.16,8.19,625.2,10.9
0.93,5.4,15.63,78.52,966.5,16.37,58.81,2.257
9.3,68.69,8.9,23.73,948.72,17.76,560.73,87.752
-1.97,65.97,28.88,28.87,959.08,19.51,404.78,5.364
23.15,44.02,16.98,93.8,1036.73,14.19,588.13,1.925
44.64,51.52,19.02,82.57,990.94,10.18,464.79,4.188
-2.91,44.47,10.67,69.78,952.77,24.18,312.65,16.701
1.47,7.28,6.36,8.22,1040.97,15.36,994.52,284.564
18.97,36.86,3.01,41.83,1032.9,18.27,203.24,35.841
44.5,21.82,24.99,55.93,1020.47,8.76,749.5,0.0
11.76,14.35,6.87,18.74,1038.35,16.81,1017.11,251.182
21.88,95.89,24.15,44.82,967.01,6.59,592.54,2.029
-2.8,61.94,13.66,60.1,1028.64,6.28,964.05,27.895
2.86,74.22,14.55,32.74,1014.0,17.93,137.34,14.546
47.29,34.96,16.42,78.09,1031.98,13.13,543.17,8.369
46.15,42.35,12.87,84.04,1024.69,17.15,502.73,4.587
-4.74,27.51,3.52,32.36,979.65,6.88,8.93,0.0
45.45,14.21,10.84,83.87,1022.44,15.05,487.58,7.981
28.87,22.01,23.23,10.36,971.25,11.21,405.93,7.315
41.0,80.76,23.3,83.77,977.86,15.0,736.78,0.0
19.1,69.37,10.02,15.28,955.79,7.41,1032.16,124.329
22.33,56.96,16.1,8.29,1038.51,17.94,94.37,9.029
20.91,50.13,6.77,64.18,974.1,20.19,360.22,24.988
30.34,92.63,7.36,47.19,997.06,6.65,488.47,37.902
2.4,11.91,0.81,90.79,984.13,7.66,500.7,6.065
-3.41,31.66,31.39,36.32,1040.99,16.6,852.29,8.33
11.32,38.24,7.37,28.72,978.5,17.45,487.74,91.638
32.35,79.33,7.96,50.07,1022.85,17.66,29.88,0.0
5.7,99.29,9.79,45.59,1030.54,17.13,781.11,79.937
30.69,27.86,4.46,34.44,988.56,9.94,973.31,137.178
46.41,88.06,22.37,69.37,982.82,9.99,565.3,5.946
-0.02,83.91,2.63,75.96,1019.77,6.52,639.22,23.6
30.65,26.34,4.7,85.3,1036.29,4.09,179.23,3.61
18.52,42.94,22.57,97.29,1020.49,17.38,242.71,0.0
41.01,43.92,11.89,26.67,967.71,2.51,258.69,17.484
4.39,97.93,24.78,71.61,1033.83,23.46,473.82,4.977
31.71,22.18,19.51,39.43,983.76,20.7,1020.96,46.355
39.42,80.92,8.96,67.71,1002.62,21.47,573.96,26.814
45.06,36.75,22.78,47.6,1028.14,22.69,211.31,1.696
31.21,74.43,4.07,99.38,963.84,10.33,292.7,2.624
21.35,44.9,18.77,72.89,1023.45,21.2,422.42,10.068
27.75,59.94,15.3,95.25,1004.62,4.12,685.58,5.236
41.05,84.1,9.38,83.5,1034.33,0.74,484.04,1.762
25.24,81.4,21.14,90.29,962.2,19.67,431.69,2.337
-3.39,87.31,30.5,81.44,987.07,2.05,621.2,0.0
44.34,10.66,34.96,45.92,1028.28,24.72,266.02,4.787
31.54,70.74,21.27,25.18,946.92,16.93,86.79,0.715
30.86,18.3,14.16,37.03,956.22,18.89,26.86,4.381
6.43,44.5,7.88,2.02,1044.06,6.3,276.39,54.311
29.92,57.12,9.0,52.4,973.04,16.91,100.75,10.723
15.87,43.26,16.78,50.51,1042.55,1.27,369.97,7.878
29.52,54.36,12.85,52.53,963.25,20.98,850.23,46.395
0.65,99.67,31.98,97.4,981.11,4.41,787.92,2.31
29.87,17.85,12.89,91.15,1020.29,17.49,672.02,4.972
47.97,69.17,13.07,16.17,1010.78,5.77,937.75,81.381
-2.44,42.62,13.42,36.89,1003.11,1.9,310.27,12.335
46.79,17.64,29.28,42.4,997.99,12.14,973.56,0.536
16.57,20.08,22.78,36.05,1029.34,4.4,439.16,3.921
41.15,95.18,21.5,79.85,968.49,18.29,440.98,1.049
36.47,88.56,11.7,52.4,989.25,6.09,445.89,21.864
25.05,91.17,28.63,57.21,960.55,8.69,107.9,3.023
34.14,99.2,1.34,85.3,1004.59,14.27,1073.04,27.097
41.56,24.79,30.48,80.59,970.05,7.27,152.36,5.123
16.42,38.77,17.95,13.22,978.38,9.57,374.97,25.079
12.33,68.58,13.94,71.39,992.13,20.43,351.23,9.494
30.38,50.96,17.4,43.54,947.68,4.64,82.15,0.948
37.82,44.75,23.36,29.46,954.19,2.24,167.49,0.0
35.4,38.99,0.45,5.0,1013.59,8.34,49.34,6.228
37.28,61.41,30.5,48.72,987.9,10.72,321.64,1.424
18.09,59.68,15.64,35.54,1031.48,13.66,953.32,63.222
38.35,20.34,12.0,25.15,1014.47,9.44,373.39,39.176
1.37,49.82,4.84,69.47,945.81,19.79,136.06,14.248
23.86,57.58,15.38,76.95,1006.67,1.18,710.26,3.271
-4.69,59.18,17.37,24.48,954.37,10.91,1096.26,66.134
12.2,24.96,14.13,4.94,1023.09,9.68,255.56,38.424
14.42,75.52,23.75,84.88,1044.15,16.26,307.53,1.648
16.0,7.39,14.73,1.0,998.12,24.16,1069.03,182.933
31.86,38.71,33.65,93.71,1013.28,12.86,196.65,0.0
15.59,79.12,20.97,62.76,968.73,24.67,562.34,7.94
18.78,58.57,28.26,32.18,988.76,7.7,263.62,0.0
7.59,29.81,3.83,24.65,1030.61,0.97,1025.59,90.574
14.78,71.02,13.91,0.9,961.74,4.31,1079.67,91.894
7.05,58.9,11.79,23.55,971.55,10.0,896.17,99.373
-1.12,80.64,19.93,13.77,989.54,8.05,346.26,12.521
26.98,74.83,30.14,61.22,1016.22,2.61,443.84,3.77
30.42,62.96,2.74,16.65,982.59,10.93,266.54,50.426
27.83,51.38,2.54,52.86,1037.77,8.59,979.83,80.342
19.57,17.65,29.76,59.01,954.45,3.24,1006.01,3.958
15.13,29.83,7.45,29.8,982.08,7.54,460.76,60.163
40.76,44.81,23.41,3.51,1015.9,22.18,722.19,25.811
22.51,61.93,19.0,3.73,967.6,7.69,182.11,13.246
20.4,53.8,29.15,2.63,1010.64,17.91,478.43,1.233
-3.64,32.38,4.38,73.91,961.42,15.38,694.65,26.661
13.09,5.61,4.54,31.8,950.6,10.79,423.94,67.051
15.15,52.14,19.49,79.63,957.1,6.13,393.36,1.701
16.14,32.13,33.12,43.17,1038.0,9.35,1.1,0.0
25.75,74.79,14.52,45.3,1000.18,14.88,884.72,48.308
23.28,7.27,11.44,51.29,1024.63,8.9,978.27,57.243
27.22,60.56,21.23,71.3,978.27,5.53,1066.41,6.415
35.54,94.44,32.57,27.35,1004.27,3.09,791.2,2.658
38.09,21.57,29.29,12.16,994.5,22.02,603.67,8.864
33.06,49.81,34.84,55.61,1039.57,11.12,296.21,1.052
45.64,13.69,0.79,32.7,1019.76,15.71,1099.23,194.451
-4.03,64.44,3.95,44.25,1018.05,12.36,648.73,85.194
5.38,57.3,21.33,64.69,949.64,21.84,749.27,11.671
-4.6,43.7,28.72,49.41,999.97,13.76,750.65,7.859
29.32,54.53,9.98,62.03,991.7,12.12,929.78,43.254
42.6,90.17,8.37,54.42,1037.78,23.13,10.64,0.0
7.9,23.65,27.54,73.98,970.73,18.05,242.27,4.202
44.13,7.14,1.97,70.59,971.98,2.97,732.09,18.996
-1.81,86.86,12.93,53.42,986.13,4.61,984.66,33.959
44.53,59.83,17.7,67.89,969.34,19.72,753.87,12.226
13.64,89.61,19.61,87.36,957.92,20.93,454.84,0.554
0.38,61.71,25.5,43.23,1030.74,13.72,397.71,5.318
20.75,81.97,12.42,41.28,1000.83,13.95,811.74,65.676
8.61,45.82,21.44,76.42,1031.14,15.87,815.36,9.492
10.1,76.24,20.49,58.26,1028.11,11.09,667.76,14.675
11.29,91.74,19.17,7.1,973.2,17.07,320.61,25.813
37.56,59.35,22.42,89.21,999.77,2.89,1017.67,1.838
23.58,22.17,9.08,3.08,953.32,24.04,607.07,145.175
11.5,30.54,2.96,74.84,1036.53,18.8,869.54,49.94
27.35,23.87,4.17,75.88,985.43,15.85,235.74,8.505
32.96,28.45,7.86,95.31,984.37,8.04,378.44,3.937
9.45,34.11,17.51,5.41,975.28,4.19,962.04,58.673
16.92,57.74,29.42,59.69,991.07,10.35,55.12,0.0
1.46,60.86,24.55,42.78,970.18,16.61,563.55,4.41
4.6,45.52,27.62,33.06,982.49,15.92,529.88,2.282
31.1,63.46,12.28,9.03,1024.99,9.69,826.35,117.405
4.62,12.75,14.16,56.27,1028.43,15.41,310.08,11.984
22.83,13.34,13.78,47.9,975.42,20.38,240.97,16.074
32.58,21.32,6.72,10.46,991.9,0.85,1018.75,85.339
0.66,54.22,2.14,61.25,1032.38,11.38,628.88,42.403
25.07,25.33,20.68,73.8,950.27,19.01,115.16,0.0
8.6,31.91,34.62,76.73,1033.91,13.74,212.34,1.223
46.04,43.03,5.84,90.54,966.92,16.36,1098.71,16.524
20.63,82.13,1.63,40.95,1012.85,13.01,215.17,27.853
37.72,6.32,27.28,95.31,1003.26,24.8,671.52,2.463
24.16,66.69,8.84,86.54,1000.29,1.55,462.14,3.064
-2.7,68.54,29.04,29.65,1030.94,12.38,974.16,8.946
28.56,80.87,24.64,15.93,955.16,2.47,830.69,6.282
45.42,93.61,33.1,43.54,979.7,4.16,656.65,4.926
26.89,6.91,14.31,40.19,998.83,9.7,11.81,0.0
38.42,19.61,23.17,57.57,1026.13,4.06,967.77,5.074
41.86,89.19,16.27,58.34,966.64,24.1,489.13,12.536
7.09,48.56,22.07,75.0,1025.29,23.68,1024.74,8.111
6.24,58.64,15.74,50.99,984.96,8.54,545.09,24.1
27.38,67.99,6.6,10.48,963.89,16.07,763.65,166.651
16.78,69.51,17.78,85.83,1020.9,13.44,76.22,0.0
39.51,93.52,18.5,30.98,954.09,20.43,819.67,37.27
42.7,99.71,28.37,97.13,996.48,15.76,371.8,1.286
13.73,73.41,25.74,11.79,951.39,0.21,386.49,0.0
7.55,32.29,23.23,95.83,980.64,19.13,130.52,0.0
36.37,88.58,3.97,9.1,1005.11,18.72,161.54,46.884
9.56,9.68,25.22,23.1,1000.61,12.84,204.33,0.348
38.6,26.95,17.51,4.66,985.47,22.59,361.03,41.345
17.46,90.25,31.29,70.51,987.9,22.73,981.17,6.427
30.38,29.34,32.2,85.03,967.68,13.19,405.09,0.0
0.06,25.96,1.93,43.41,990.59,15.28,796.8,109.067
28.06,18.12,28.72,92.85,1040.33,24.91,91.02,0.0
18.94,86.62,1.32,59.03,1030.05,7.61,650.21,38.652
26.09,52.51,12.85,63.0,959.52,8.25,530.08,15.77
3.9,69.11,18.98,84.54,947.98,4.73,1075.75,3.986
34.05,27.71,5.18,29.68,1038.35,22.42,930.83,197.553
40.73,77.01,26.12,35.43,997.67,18.66,500.31,8.073
6.49,77.2,0.29,90.6,998.78,2.82,852.66,9.969
0.07,34.7,5.9,90.1,1023.07,24.55,212.34,5.815
-3.75,44.01,20.33,97.65,976.47,18.33,618.57,0.0
29.02,24.92,25.0,90.18,993.19,21.29,82.08,1.407
27.18,97.77,32.08,12.74,1041.87,1.39,382.9,7.13
23.97,66.33,24.69,82.37,1012.21,12.72,248.45,0.0
7.29,93.78,23.51,40.98,960.37,17.53,790.8,13.229
15.72,33.82,13.8,99.08,958.32,13.67,539.1,1.985
26.51,79.28,0.04,47.23,965.43,16.73,826.18,85.365
21.33,77.76,4.21,55.38,1021.67,20.48,566.82,62.345
47.35,70.71,18.71,52.98,974.54,9.48,95.13,7.125
2.23,96.74,23.63,32.17,947.14,21.25,808.9,16.433
31.84,42.39,14.61,7.5,1039.42,4.24,916.55,77.877
16.43,17.42,25.57,89.57,961.97,6.92,993.88,0.0
17.69,68.81,18.27,80.27,945.96,1.27,629.19,2.79
33.03,74.28,2.6,13.95,968.71,9.24,828.94,149.308
31.7,59.63,6.72,77.68,968.5,9.62,827.25,19.613
47.54,24.65,29.4,62.58,987.2,20.17,171.32,0.0
1.8,52.92,25.37,40.91,1037.04,16.4,180.64,9.925
0.52,34.66,31.32,25.4,1032.92,11.03,77.97,4.027
33.39,45.61,4.11,85.97,990.69,16.37,351.9,11.34
25.65,66.3,34.66,70.02,986.09,1.51,520.86,0.0
9.53,75.8,7.33,54.77,1000.5,4.67,1097.69,57.15
-0.79,27.06,0.41,60.96,969.35,15.75,474.09,37.254
-0.46,43.51,34.91,9.11,950.22,16.11,798.87,7.685
42.39,30.57,9.84,47.39,1038.92,19.4,762.74,78.578
5.17,23.87,23.38,19.37,963.67,10.19,224.93,9.154
12.14,79.42,6.18,20.84,964.84,18.12,64.36,11.206
7.01,91.38,20.31,66.13,992.25,17.16,600.61,14.398
13.81,40.17,31.64,91.13,994.16,24.09,770.34,0.704
-1.32,76.37,11.21,40.38,946.84,5.54,1098.08,71.624
22.51,90.21,23.46,20.77,959.8,13.88,394.47,8.293
-1.42,85.38,6.58,64.87,982.82,15.12,986.0,58.202
37.42,22.37,21.87,87.12,1013.37,24.97,420.13,5.94
7.39,95.85,11.78,74.83,967.84,5.19,758.35,15.958
23.62,40.78,7.39,86.88,987.3,13.18,658.08,13.096
41.64,37.23,10.96,53.66,1000.73,8.79,58.28,2.617
29.5,10.93,6.26,75.19,1033.86,13.24,86.23,4.983
23.25,51.19,31.57,14.01,977.61,5.96,22.84,0.0
12.19,15.36,13.9,34.83,958.36,1.38,407.92,14.239
12.65,28.61,8.58,38.95,993.93,14.4,820.38,98.648
30.48,35.11,15.69,51.13,1019.67,8.53,190.03,1.976
47.69,81.84,11.22,92.91,955.99,4.71,666.44,3.182
30.08,88.17,26.05,87.43,987.47,8.23,317.71,4.016
24.56,33.73,33.99,13.45,946.78,1.42,876.69,7.088
33.72,86.58,15.33,17.28,948.36,23.77,878.24,80.652
19.66,86.44,30.14,35.76,993.3,14.61,852.96,11.559
-1.81,77.64,19.81,29.07,974.82,20.41,577.32,27.023
24.8,18.94,5.5,61.48,1029.51,10.69,313.02,16.255
45.75,70.58,24.17,90.28,1005.22,22.6,890.39,0.0
4.29,94.78,17.97,96.23,990.39,12.19,204.71,0.0
31.57,69.84,22.77,65.36,985.79,14.43,318.74,5.042
5.65,36.5,31.14,83.82,994.72,12.4,202.34,0.0
23.4,52.56,15.42,52.52,949.04,18.39,741.63,33.403
0.12,66.34,31.54,20.83,1034.28,14.25,754.86,13.691
18.87,53.5,26.27,52.47,1044.83,6.94,717.76,0.0
35.08,16.4,17.1,55.51,963.15,3.81,457.16,9.777
13.42,34.65,21.11,74.25,957.04,15.23,110.19,2.588
30.24,81.23,11.4,21.99,959.36,12.33,1002.29,104.505
37.16,86.83,34.43,36.83,1011.1,2.58,558.5,6.139
44.14,18.04,23.36,36.4,1011.14,10.01,447.67,5.985
7.44,95.48,1.53,95.94,1029.79,12.97,647.71,5.828
16.16,36.24,11.43,44.39,1020.18,20.71,212.07,28.403
3.08,67.92,21.82,75.51,989.97,2.09,145.8,2.086
47.6,76.42,1.97,75.08,1006.29,8.84,446.08,16.482
44.13,82.13,0.84,26.55,1013.83,20.6,249.94,53.252
23.62,94.85,15.75,57.19,996.27,16.28,268.72,7.389
39.63,34.73,11.64,89.43,992.57,7.39,981.76,11.837
22.61,86.56,15.34,47.52,1009.51,21.16,583.84,30.927
28.05,17.51,9.19,94.51,1000.75,12.43,531.82,3.17
-0.28,71.98,5.77,21.45,1009.39,12.56,758.43,151.871
35.03,75.49,24.12,7.42,1006.29,24.42,1046.7,24.034
1.77,69.38,18.01,89.15,1016.92,23.69,123.42,3.342
38.78,28.97,7.01,84.77,1009.28,9.09,916.89,17.274
36.45,87.94,11.19,99.26,996.97,3.69,642.42,0.647
32.56,21.04,20.71,67.94,1013.18,8.28,160.78,3.756
-3.08,10.1,2.53,93.67,989.95,0.96,326.86,0.843
11.07,73.16,5.16,82.69,969.17,0.72,530.6,3.571
8.94,50.17,2.56,84.44,945.14,10.01,760.29,15.598
14.09,85.66,28.43,56.91,1001.0,23.54,266.87,2.683
-0.35,41.42,26.33,38.24,1004.07,21.81,588.37,6.549
44.66,20.99,26.37,93.46,1042.2,12.88,753.14,0.0
24.35,84.46,25.07,43.21,981.15,14.22,493.61,5.412
11.19,57.15,23.43,53.88,984.41,0.35,949.33,2.115
16.04,22.97,16.69,44.61,965.18,5.54,956.41,29.293
18.7,73.44,22.48,56.48,952.05,0.81,517.76,0.0
26.83,53.56,1.34,47.05,1022.28,18.91,1070.22,149.336
22.33,62.41,21.75,4.8,969.97,3.81,83.14,2.438
43.73,48.79,27.23,88.2,1005.89,21.75,3.7,0.636
21.34,83.73,17.51,44.44,1013.78,16.15,418.74,22.248
47.58,83.81,12.51,58.89,992.12,5.89,661.21,17.571
40.13,72.39,9.71,13.92,1032.64,4.11,692.12,71.192
6.05,15.01,22.5,0.34,989.38,15.77,524.09,26.551
44.32,84.69,24.25,24.53,973.49,22.54,137.37,2.936
1.17,68.75,30.48,70.46,1034.6,18.02,187.55,0.0
38.32,71.22,11.98,9.92,1031.16,8.84,937.36,126.268
15.17,39.48,26.94,90.89,961.4,14.77,954.7,0.0
41.53,88.53,19.65,21.5,947.6,7.91,741.29,29.257
41.01,73.91,30.9,20.46,954.0,24.98,730.64,9.606
37.71,15.7,18.47,18.15,973.65,18.77,657.45,48.101
36.87,43.74,18.12,1.4,1042.23,15.44,223.22,13.13
11.15,89.21,20.23,77.18,1000.85,10.7,471.08,7.573
-0.71,9.48,26.23,87.5,982.33,15.53,765.48,0.0
16.36,96.33,33.76,61.42,1033.87,8.67,590.98,0.299
4.2,69.52,2.57,18.82,990.31,0.92,20.44,1.171
31.83,64.98,1.87,28.53,976.52,10.0,1048.91,152.054
13.34,30.7,32.81,47.59,1039.12,23.28,929.3,8.848
46.71,28.64,18.55,95.43,1029.95,15.73,286.6,3.712
28.97,94.5,21.52,24.74,1029.37,2.28,678.1,14.828
38.59,33.34,16.88,73.16,996.23,22.15,1015.56,19.818
2.02,78.67,3.28,43.94,1023.94,6.87,105.61,12.03
40.69,42.35,26.88,29.78,962.94,6.25,553.33,0.0
43.91,18.23,26.15,45.59,1002.32,7.57,501.87,0.064
20.81,6.02,10.91,7.12,1043.38,14.51,451.23,95.636
27.13,56.7,10.72,79.87,974.1,13.71,919.15,20.934
35.53,97.7,29.32,24.33,1024.44,12.39,418.71,5.855
4.27,40.07,2.53,72.54,994.05,17.99,70.03,2.288
21.64,38.93,30.84,6.83,948.98,8.05,72.42,3.486
16.13,37.69,8.98,95.51,1021.3,19.6,47.02,0.0
2.76,54.45,20.75,19.3,961.86,4.55,450.06,16.771
14.48,46.86,32.76,88.27,1008.15,19.61,790.25,0.13
-1.39,88.59,23.73,80.95,953.57,16.66,224.09,5.686
-3.63,53.02,14.51,96.79,1039.69,17.14,711.12,0.0
2.16,53.24,24.13,47.79,974.17,12.14,755.8,12.086
46.05,18.15,12.04,72.74,967.65,16.74,280.72,6.272
24.13,98.36,9.7,37.07,957.91,2.18,660.61,29.559
46.19,28.75,34.88,18.44,1039.6,21.32,753.36,10.149
17.92,11.97,26.28,44.31,1016.19,1.58,513.27,0.0
11.53,68.0,22.57,16.57,1019.17,3.89,370.39,8.212
21.83,61.56,12.44,98.2,994.94,14.5,681.07,1.67
18.29,44.44,1.72,9.62,992.47,18.54,1075.63,319.667
0.6,45.11,1.09,58.92,956.0,2.09,469.53,19.537
28.96,79.58,19.4,62.65,1000.98,23.03,430.91,6.234
6.45,23.59,26.67,53.81,969.69,24.35,510.69,0.473
